",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"303,20898,41,housemaid,married,basic.4y,unknown,yes,aug,22,293,1,0,nonexistent,93.444,4.964,no"
"304,20899,38,technician,married,professional.course,no,yes,aug,12,98,1,0,nonexistent,93.444,4.964,no"
"305,20900,49,blue-collar,married,basic.4y,unknown,yes,aug,23,205,1,0,nonexistent,93.444,4.964,no"
"306,20901,41,housemaid,married,basic.4y,unknown,no,aug,10,107,1,0,nonexistent,93.444,4.964,no"
"307,20902,34,admin.,single,university.degree,no,no,aug,14,260,6,0,nonexistent,93.444,4.964,no"
"308,20903,59,blue-collar,married,basic.9y,unknown,yes,aug,23,152,2,0,nonexistent,93.444,4.964,no"
"309,20904,47,admin.,divorced,university.degree,unknown,no,aug,26,200,2,0,nonexistent,93.444,4.964,no"
"310,20905,49,technician,divorced,high.school,no,yes,aug,6,127,3,0,nonexistent,93.444,4.964,no"
"311,20906,34,technician,married,university.degree,unknown,yes,aug,27,10,1,0,nonexistent,93.444,4.964,no"
"312,20907,33,admin.,single,university.degree,no,yes,aug,4,273,3,0,nonexistent,93.444,4.964,no"
"313,20908,34,technician,married,university.degree,unknown,no,aug,8,101,1,0,nonexistent,93.444,4.964,no"
"314,20909,31,admin.,married,university.degree,no,yes,aug,17,465,1,0,nonexistent,93.444,4.964,no"
"315,20910,30,self-employed,married,university.degree,no,yes,aug,2,145,1,0,nonexistent,93.444,4.964,no"
"316,20911,36,self-employed,married,basic.9y,unknown,yes,aug,28,593,2,0,nonexistent,93.444,4.964,yes"
"317,20912,50,self-employed,married,basic.9y,no,yes,aug,22,93,1,0,nonexistent,93.444,4.964,no"
"318,20913,40,self-employed,married,university.degree,no,yes,aug,29,141,1,0,nonexistent,93.444,4.964,no"
"319,20914,40,self-employed,married,university.degree,no,yes,aug,20,155,1,0,nonexistent,93.444,4.964,no"
"320,20915,33,admin.,single,university.degree,no,yes,aug,4,370,2,0,nonexistent,93.444,4.964,no"
"321,20916,30,admin.,single,university.degree,no,yes,aug,4,111,1,0,nonexistent,93.444,4.964,no"
"322,20917,32,admin.,single,university.degree,no,yes,aug,23,159,1,0,nonexistent,93.444,4.964,no"
"323,20918,36,admin.,single,university.degree,no,yes,aug,23,1217,2,0,nonexistent,93.444,4.964,no"
"324,20919,34,technician,single,university.degree,no,yes,aug,14,313,1,0,nonexistent,93.444,4.964,no"
"325,20920,35,technician,married,professional.course,no,no,aug,14,38,1,0,nonexistent,93.444,4.964,no"
"326,20921,42,technician,single,university.degree,no,yes,aug,29,213,1,0,nonexistent,93.444,4.964,no"
"327,20922,51,blue-collar,married,basic.4y,unknown,yes,aug,24,297,2,0,nonexistent,93.444,4.964,no"
"328,20923,54,blue-collar,married,university.degree,unknown,yes,aug,5,128,2,0,nonexistent,93.444,4.964,no"
"329,20924,34,technician,single,university.degree,no,yes,aug,9,812,1,0,nonexistent,93.444,4.964,yes"
"330,20925,32,admin.,single,university.degree,no,no,aug,27,356,1,0,nonexistent,93.444,4.964,no"
"331,20926,32,admin.,single,university.degree,no,yes,aug,26,605,1,0,nonexistent,93.444,4.964,no"
"332,20927,58,technician,divorced,university.degree,unknown,yes,aug,7,86,2,0,nonexistent,93.444,4.964,no"
"333,20928,42,technician,single,university.degree,no,yes,aug,1,935,1,0,nonexistent,93.444,4.964,no"
"334,20929,34,technician,married,high.school,no,yes,aug,8,143,1,0,nonexistent,93.444,4.964,no"
"335,20930,57,retired,married,basic.4y,no,yes,aug,30,92,1,0,nonexistent,93.444,4.964,no"
"336,20931,34,technician,married,university.degree,unknown,yes,aug,27,414,2,0,nonexistent,93.444,4.964,no"
"337,20932,31,technician,married,university.degree,no,yes,aug,10,95,1,0,nonexistent,93.444,4.964,no"
"338,20933,41,technician,single,university.degree,no,yes,aug,8,127,1,0,nonexistent,93.444,4.964,no"
"339,20934,29,admin.,single,high.school,no,no,aug,1,103,1,0,nonexistent,93.444,4.964,no"
"340,20935,31,admin.,single,university.degree,unknown,no,aug,2,69,3,0,nonexistent,93.444,4.964,no"
"341,20936,29,admin.,single,high.school,no,no,aug,8,90,2,0,nonexistent,93.444,4.964,no"
"342,20937,54,self-employed,married,university.degree,unknown,yes,aug,5,148,13,0,nonexistent,93.444,4.964,no"
"343,20938,52,services,married,basic.9y,unknown,yes,aug,22,110,5,0,nonexistent,93.444,4.964,no"
"344,20939,31,technician,married,university.degree,no,yes,aug,25,515,1,0,nonexistent,93.444,4.964,no"
"345,20940,31,technician,married,university.degree,no,yes,aug,30,214,1,0,nonexistent,93.444,4.964,no"
"346,20941,32,admin.,single,university.degree,no,yes,aug,12,457,1,0,nonexistent,93.444,4.964,no"
"347,20942,39,admin.,single,university.degree,no,no,aug,25,421,1,0,nonexistent,93.444,4.964,no"
"348,20943,48,blue-collar,married,basic.4y,unknown,yes,aug,2,240,1,0,nonexistent,93.444,4.964,no"
"349,20944,29,admin.,single,university.degree,unknown,no,aug,28,112,1,0,nonexistent,93.444,4.964,no"
"350,20945,40,admin.,married,university.degree,no,yes,aug,3,374,2,0,nonexistent,93.444,4.964,no"
"351,20946,41,technician,married,university.degree,unknown,yes,aug,8,423,2,0,nonexistent,93.444,4.964,no"
"352,20947,49,blue-collar,married,basic.4y,unknown,no,aug,18,503,1,0,nonexistent,93.444,4.964,no"
"353,20948,29,admin.,single,university.degree,unknown,yes,aug,17,158,1,0,nonexistent,93.444,4.964,no"
"354,20949,31,admin.,married,university.degree,no,yes,aug,2,95,1,0,nonexistent,93.444,4.964,no"
"355,20950,31,admin.,married,university.degree,no,yes,aug,10,67,1,0,nonexistent,93.444,4.964,no"
"356,20951,47,admin.,married,university.degree,no,no,aug,8,93,1,0,nonexistent,93.444,4.964,no"
"357,20952,31,admin.,single,university.degree,no,no,aug,14,230,1,0,nonexistent,93.444,4.964,no"
"358,20953,31,admin.,married,university.degree,no,yes,aug,10,113,1,0,nonexistent,93.444,4.964,no"
"359,20954,49,admin.,single,high.school,no,no,aug,10,103,1,0,nonexistent,93.444,4.964,no"
"360,20955,36,technician,divorced,professional.course,no,yes,aug,24,106,3,0,nonexistent,93.444,4.964,no"
"361,20956,34,management,married,university.degree,no,yes,aug,12,294,6,0,nonexistent,93.444,4.964,no"
"362,20957,30,admin.,married,university.degree,no,no,aug,29,165,1,0,nonexistent,93.444,4.964,no"
"363,20958,32,admin.,single,university.degree,no,no,aug,25,59,2,0,nonexistent,93.444,4.964,no"
"364,20959,35,entrepreneur,married,university.degree,no,yes,aug,29,51,3,0,nonexistent,93.444,4.964,no"
"365,20960,31,technician,married,university.degree,no,no,aug,5,56,2,0,nonexistent,93.444,4.964,no"
"366,20961,31,admin.,single,university.degree,no,yes,aug,22,108,1,0,nonexistent,93.444,4.964,no"
"367,20962,50,technician,single,university.degree,no,yes,aug,28,89,1,0,nonexistent,93.444,4.964,no"
"368,20963,50,technician,single,university.degree,no,yes,aug,1,174,1,0,nonexistent,93.444,4.964,no"
"369,20964,36,management,married,university.degree,no,no,aug,5,112,1,0,nonexistent,93.444,4.964,no"
"370,20965,41,admin.,divorced,university.degree,unknown,no,aug,19,146,1,0,nonexistent,93.444,4.964,no"
"371,20966,36,self-employed,married,basic.9y,unknown,no,aug,31,406,1,0,nonexistent,93.444,4.964,no"
"372,20967,34,admin.,single,university.degree,no,yes,aug,26,518,1,0,nonexistent,93.444,4.964,yes"
"373,20968,30,admin.,single,university.degree,unknown,no,aug,13,272,1,0,nonexistent,93.444,4.964,no"
"374,20969,47,admin.,married,high.school,no,no,aug,9,168,1,0,nonexistent,93.444,4.964,no"
"375,20970,44,blue-collar,married,basic.6y,unknown,no,aug,22,314,1,0,nonexistent,93.444,4.964,no"
"376,20971,49,admin.,married,university.degree,no,yes,aug,24,260,1,0,nonexistent,93.444,4.964,no"
"377,20972,29,technician,single,professional.course,no,yes,aug,20,85,2,0,nonexistent,93.444,4.964,no"
"378,20973,46,admin.,married,university.degree,no,no,aug,28,87,5,0,nonexistent,93.444,4.964,no"
"379,20974,45,blue-collar,married,basic.6y,unknown,yes,aug,6,90,3,0,nonexistent,93.444,4.964,no"
"380,20975,45,admin.,single,university.degree,no,no,aug,10,505,1,0,nonexistent,93.444,4.964,yes"
"381,20976,31,technician,married,professional.course,no,yes,aug,5,104,3,0,nonexistent,93.444,4.964,no"
"382,20977,41,technician,married,university.degree,no,yes,aug,20,511,2,0,nonexistent,93.444,4.964,no"
"383,20978,45,services,married,high.school,unknown,yes,aug,7,187,2,0,nonexistent,93.444,4.964,no"
"384,20979,31,technician,married,university.degree,no,yes,aug,5,197,2,0,nonexistent,93.444,4.964,no"
"385,20980,39,admin.,divorced,university.degree,no,no,aug,6,78,1,0,nonexistent,93.444,4.964,no"
"386,20981,32,technician,single,university.degree,no,yes,aug,22,118,2,0,nonexistent,93.444,4.964,no"
"387,20982,40,admin.,married,university.degree,unknown,yes,aug,17,343,1,0,nonexistent,93.444,4.964,no"
"388,20983,34,technician,married,high.school,no,yes,aug,17,221,3,0,nonexistent,93.444,4.964,no"
"389,20984,30,admin.,divorced,university.degree,no,yes,aug,29,280,2,0,nonexistent,93.444,4.964,no"
"390,20985,59,retired,married,basic.4y,no,yes,aug,7,265,1,0,nonexistent,93.444,4.964,no"
"391,20986,39,admin.,divorced,university.degree,no,yes,aug,19,158,1,0,nonexistent,93.444,4.964,no"
"392,20987,46,technician,married,high.school,unknown,no,aug,6,206,1,0,nonexistent,93.444,4.964,no"
"393,20988,32,technician,single,university.degree,no,yes,aug,5,133,2,0,nonexistent,93.444,4.964,no"
"394,20989,30,technician,married,professional.course,unknown,yes,aug,25,159,1,0,nonexistent,93.444,4.964,no"
"395,20990,33,technician,married,professional.course,no,no,aug,5,924,2,0,nonexistent,93.444,4.964,no"
"396,20991,44,blue-collar,married,basic.6y,unknown,no,aug,15,145,1,0,nonexistent,93.444,4.964,no"
"397,20992,34,technician,married,high.school,no,yes,aug,8,85,3,0,nonexistent,93.444,4.964,no"
"398,20993,58,technician,married,high.school,no,yes,aug,31,64,1,0,nonexistent,93.444,4.964,no"
"399,20994,34,technician,single,university.degree,no,no,aug,25,214,2,0,nonexistent,93.444,4.964,no"
"400,20995,54,services,married,high.school,no,yes,aug,28,834,9,0,nonexistent,93.444,4.964,yes"
"401,20996,47,admin.,married,high.school,no,yes,aug,27,3322,1,0,nonexistent,93.444,4.964,no"
"402,20997,30,admin.,married,high.school,unknown,no,aug,2,153,1,0,nonexistent,93.444,4.964,no"
"403,20998,31,housemaid,married,basic.6y,no,no,aug,20,136,1,0,nonexistent,93.444,4.964,no"
"404,20999,56,blue-collar,married,basic.4y,no,yes,aug,16,366,1,0,nonexistent,93.444,4.964,no"
"405,21000,58,technician,married,high.school,no,yes,aug,11,260,1,0,nonexistent,93.444,4.964,no"
"406,21001,30,technician,married,professional.course,no,no,aug,22,107,4,0,nonexistent,93.444,4.964,no"
"407,21002,36,self-employed,married,basic.9y,unknown,no,aug,1,1184,2,0,nonexistent,93.444,4.964,yes"
"408,21003,31,housemaid,married,university.degree,no,yes,aug,25,208,4,0,nonexistent,93.444,4.964,no"
"409,21004,31,housemaid,married,basic.6y,no,yes,aug,14,698,1,0,nonexistent,93.444,4.964,yes"
"410,21005,49,technician,married,professional.course,no,yes,aug,13,11,14,0,nonexistent,93.444,4.964,no"
"411,21006,57,technician,single,university.degree,unknown,yes,aug,22,433,3,0,nonexistent,93.444,4.964,no"
"412,21007,53,blue-collar,married,basic.6y,unknown,unknown,aug,7,134,3,0,nonexistent,93.444,4.964,no"
"413,21008,39,management,married,university.degree,no,yes,aug,27,80,3,0,nonexistent,93.444,4.964,no"
"414,21009,59,technician,single,university.degree,unknown,yes,aug,26,95,1,0,nonexistent,93.444,4.964,no"
"415,21010,53,admin.,married,high.school,unknown,no,aug,2,201,1,0,nonexistent,93.444,4.964,no"
"416,21011,30,admin.,married,high.school,unknown,yes,aug,26,1151,1,0,nonexistent,93.444,4.964,yes"
"417,21012,33,technician,married,professional.course,no,no,aug,11,189,2,0,nonexistent,93.444,4.964,no"
"418,21013,33,technician,married,professional.course,no,yes,aug,30,168,2,0,nonexistent,93.444,4.964,no"
"419,21014,47,admin.,married,university.degree,no,yes,aug,29,61,2,0,nonexistent,93.444,4.964,no"
"420,21015,32,technician,single,university.degree,no,yes,aug,14,388,4,0,nonexistent,93.444,4.964,no"
"421,21016,34,technician,married,university.degree,no,no,aug,1,122,1,0,nonexistent,93.444,4.964,no"
"422,21017,35,management,married,high.school,no,yes,aug,5,448,3,0,nonexistent,93.444,4.964,no"
"423,21018,58,admin.,married,university.degree,no,yes,aug,5,60,1,0,nonexistent,93.444,4.964,no"
"424,21019,47,admin.,married,university.degree,no,no,aug,13,167,4,0,nonexistent,93.444,4.964,no"
"425,21020,49,blue-collar,married,basic.4y,no,yes,aug,5,92,1,0,nonexistent,93.444,4.964,no"
"426,21021,50,technician,single,university.degree,no,yes,aug,20,350,2,0,nonexistent,93.444,4.964,no"
"427,21022,31,technician,single,professional.course,no,no,aug,14,449,1,0,nonexistent,93.444,4.964,no"
"428,21023,49,blue-collar,married,basic.4y,no,yes,aug,9,158,1,0,nonexistent,93.444,4.964,no"
"429,21024,55,technician,divorced,professional.course,no,no,aug,22,388,1,0,nonexistent,93.444,4.964,no"
"430,21025,44,technician,divorced,professional.course,unknown,yes,aug,28,145,1,0,nonexistent,93.444,4.964,no"
"431,21026,48,technician,married,professional.course,unknown,no,aug,14,112,8,0,nonexistent,93.444,4.964,no"
"432,21027,32,admin.,single,university.degree,no,yes,aug,19,217,2,0,nonexistent,93.444,4.964,no"
"433,21028,32,admin.,single,university.degree,no,yes,aug,5,153,3,0,nonexistent,93.444,4.964,no"
"434,21029,31,admin.,single,university.degree,no,yes,aug,27,337,1,0,nonexistent,93.444,4.964,no"
"435,21030,30,technician,single,professional.course,no,yes,aug,19,94,3,0,nonexistent,93.444,4.964,no"
"436,21031,45,blue-collar,married,basic.6y,no,yes,aug,3,425,2,0,nonexistent,93.444,4.964,no"
"437,21032,49,technician,divorced,professional.course,unknown,no,aug,26,377,2,0,nonexistent,93.444,4.964,no"
"438,21033,42,self-employed,married,basic.4y,unknown,yes,aug,17,52,2,0,nonexistent,93.444,4.964,no"
"439,21034,31,technician,married,university.degree,no,yes,aug,21,168,4,0,nonexistent,93.444,4.964,no"
"440,21035,47,admin.,married,university.degree,no,unknown,aug,13,1231,2,0,nonexistent,93.444,4.964,yes"
"441,21036,35,technician,single,professional.course,no,yes,aug,21,41,1,0,nonexistent,93.444,4.964,no"
"442,21037,35,technician,single,professional.course,no,yes,aug,8,347,1,0,nonexistent,93.444,4.964,no"
"443,21038,41,management,married,university.degree,no,yes,aug,8,789,1,0,nonexistent,93.444,4.964,no"
"444,21039,35,technician,single,professional.course,no,yes,aug,23,636,1,0,nonexistent,93.444,4.964,no"
"445,21040,35,technician,married,professional.course,no,yes,aug,19,34,3,0,nonexistent,93.444,4.964,no"
"446,21041,47,technician,married,university.degree,no,yes,aug,8,65,2,0,nonexistent,93.444,4.964,no"
"447,21042,31,technician,married,professional.course,unknown,unknown,aug,26,128,3,0,nonexistent,93.444,4.964,no"
"448,21043,35,self-employed,married,university.degree,no,yes,aug,1,884,2,0,nonexistent,93.444,4.964,yes"
"449,21044,46,admin.,married,university.degree,no,yes,aug,10,63,1,0,nonexistent,93.444,4.964,no"
"450,21045,51,blue-collar,married,basic.9y,unknown,no,aug,7,187,2,0,nonexistent,93.444,4.964,no"
"451,21046,31,technician,single,high.school,no,yes,aug,17,170,3,0,nonexistent,93.444,4.964,no"
"452,21047,51,blue-collar,married,basic.9y,unknown,yes,aug,29,129,1,0,nonexistent,93.444,4.964,no"
"453,21048,33,admin.,single,university.degree,no,no,aug,16,277,2,0,nonexistent,93.444,4.964,no"
"454,21049,47,blue-collar,married,basic.9y,unknown,yes,aug,26,84,4,0,nonexistent,93.444,4.964,no"
"455,21050,50,self-employed,married,basic.9y,no,yes,aug,8,219,7,0,nonexistent,93.444,4.964,no"
"456,21051,34,technician,single,university.degree,no,yes,aug,23,38,1,0,nonexistent,93.444,4.964,no"
"457,21052,34,technician,single,university.degree,no,yes,aug,4,244,1,0,nonexistent,93.444,4.964,no"
"458,21053,33,technician,married,professional.course,no,no,aug,7,155,5,0,nonexistent,93.444,4.964,no"
"459,21054,59,retired,married,university.degree,unknown,no,aug,2,91,1,0,nonexistent,93.444,4.964,no"
"460,21055,31,technician,married,professional.course,unknown,yes,aug,17,31,1,0,nonexistent,93.444,4.964,no"
"461,21056,46,services,married,high.school,unknown,yes,aug,2,65,2,0,nonexistent,93.444,4.964,no"
"462,21057,41,admin.,divorced,university.degree,unknown,no,aug,25,120,2,0,nonexistent,93.444,4.964,no"
"463,21058,31,technician,married,professional.course,unknown,yes,aug,3,49,1,0,nonexistent,93.444,4.964,no"
"464,21059,34,admin.,married,university.degree,no,yes,aug,23,365,1,0,nonexistent,93.444,4.964,no"
"465,21060,34,admin.,married,university.degree,no,yes,aug,28,248,1,0,nonexistent,93.444,4.964,no"
"466,21061,31,admin.,single,high.school,no,yes,aug,13,101,1,0,nonexistent,93.444,4.964,no"
"467,21062,35,admin.,single,university.degree,no,no,aug,22,85,1,0,nonexistent,93.444,4.964,no"
"468,21063,53,technician,married,professional.course,no,yes,aug,25,178,2,0,nonexistent,93.444,4.964,no"
"469,21064,30,technician,single,professional.course,no,yes,aug,10,138,4,0,nonexistent,93.444,4.964,no"
"470,21065,29,technician,single,university.degree,no,yes,aug,15,234,3,0,nonexistent,93.444,4.964,no"
"471,21066,47,blue-collar,married,unknown,unknown,no,aug,1,753,13,0,nonexistent,93.444,4.964,yes"
"472,21067,54,self-employed,married,high.school,no,yes,aug,17,904,3,0,nonexistent,93.444,4.964,yes"
"473,21068,54,technician,married,professional.course,no,no,aug,28,478,1,0,nonexistent,93.444,4.964,no"
"474,21069,31,technician,married,high.school,no,no,aug,8,124,3,0,nonexistent,93.444,4.964,no"
"475,21070,47,blue-collar,married,unknown,unknown,yes,aug,29,227,3,0,nonexistent,93.444,4.964,no"
"476,21071,29,technician,single,university.degree,no,yes,aug,26,226,3,0,nonexistent,93.444,4.964,no"
"477,21072,47,blue-collar,married,unknown,unknown,no,aug,30,163,3,0,nonexistent,93.444,4.964,no"
"478,21073,43,housemaid,divorced,professional.course,no,no,aug,16,306,5,0,nonexistent,93.444,4.964,no"
"479,21074,54,self-employed,married,high.school,no,no,aug,1,89,4,0,nonexistent,93.444,4.964,no"
"480,21075,29,technician,married,university.degree,no,yes,aug,8,137,1,0,nonexistent,93.444,4.964,no"
"481,21076,51,management,married,university.degree,no,yes,aug,13,244,1,0,nonexistent,93.444,4.964,no"
"482,21077,54,technician,married,professional.course,no,yes,aug,15,64,2,0,nonexistent,93.444,4.964,no"
"483,21078,51,management,married,university.degree,no,yes,aug,4,386,1,0,nonexistent,93.444,4.964,no"
"484,21079,33,housemaid,married,professional.course,no,yes,aug,13,110,1,0,nonexistent,93.444,4.964,no"
"485,21080,54,self-employed,married,high.school,no,yes,aug,11,136,3,0,nonexistent,93.444,4.964,no"
"486,21081,37,technician,single,professional.course,no,yes,aug,4,286,2,0,nonexistent,93.444,4.964,no"
"487,21082,29,technician,single,university.degree,no,yes,aug,16,119,3,0,nonexistent,93.444,4.964,no"
"488,21083,38,admin.,married,university.degree,unknown,yes,aug,25,109,2,0,nonexistent,93.444,4.964,no"
"489,21084,54,blue-collar,married,basic.4y,no,yes,aug,17,86,3,0,nonexistent,93.444,4.964,no"
"490,21085,32,admin.,single,university.degree,no,no,aug,23,211,4,0,nonexistent,93.444,4.964,no"
"491,21086,36,technician,married,professional.course,no,yes,aug,25,126,3,0,nonexistent,93.444,4.964,no"
"492,21087,53,entrepreneur,married,university.degree,unknown,no,aug,12,314,2,0,nonexistent,93.444,4.964,no"
"493,21088,54,blue-collar,married,basic.4y,no,no,aug,28,253,5,0,nonexistent,93.444,4.964,no"
"494,21089,32,unknown,married,basic.9y,no,no,aug,27,390,3,0,nonexistent,93.444,4.964,no"
"495,21090,54,self-employed,married,high.school,no,yes,aug,2,204,4,0,nonexistent,93.444,4.964,no"
"496,21091,36,technician,married,professional.course,no,yes,aug,23,45,3,0,nonexistent,93.444,4.964,no"
"497,21092,54,blue-collar,married,basic.4y,no,yes,aug,14,109,2,0,nonexistent,93.444,4.964,no"
"498,21093,48,blue-collar,married,professional.course,unknown,yes,aug,8,127,3,0,nonexistent,93.444,4.964,no"
"499,21094,32,technician,single,university.degree,no,yes,aug,6,76,2,0,nonexistent,93.444,4.964,no"
"500,21095,35,technician,married,university.degree,no,unknown,aug,25,1579,2,0,nonexistent,93.444,4.964,yes"
"501,21096,58,admin.,single,university.degree,no,no,aug,17,96,3,0,nonexistent,93.444,4.964,no"
"502,21097,32,admin.,single,university.degree,no,yes,aug,1,1871,2,0,nonexistent,93.444,4.964,no"
"503,21098,38,admin.,divorced,university.degree,no,yes,aug,15,92,2,0,nonexistent,93.444,4.963,no"
"504,21099,38,technician,divorced,university.degree,unknown,no,aug,14,125,3,0,nonexistent,93.444,4.963,no"
"505,21100,30,admin.,married,university.degree,no,yes,aug,21,618,3,0,nonexistent,93.444,4.963,yes"
"506,21101,33,unemployed,divorced,professional.course,no,no,aug,1,90,3,0,nonexistent,93.444,4.963,no"
"507,21102,35,admin.,single,university.degree,no,yes,aug,23,773,2,0,nonexistent,93.444,4.963,yes"
"508,21103,50,technician,married,university.degree,no,unknown,aug,12,762,2,0,nonexistent,93.444,4.963,yes"
"509,21104,35,admin.,divorced,university.degree,no,yes,aug,13,139,3,0,nonexistent,93.444,4.963,no"
"510,21105,45,services,married,basic.6y,no,yes,aug,18,671,2,0,nonexistent,93.444,4.963,yes"
"511,21106,31,management,married,university.degree,no,yes,aug,15,181,5,0,nonexistent,93.444,4.963,no"
"512,21107,33,technician,single,professional.course,no,yes,aug,15,54,3,0,nonexistent,93.444,4.963,no"
"513,21108,33,entrepreneur,married,university.degree,no,yes,aug,13,59,7,0,nonexistent,93.444,4.963,no"
"514,21109,34,admin.,single,university.degree,no,no,aug,29,299,3,0,nonexistent,93.444,4.963,no"
"515,21110,32,technician,married,professional.course,no,yes,aug,9,92,5,0,nonexistent,93.444,4.963,no"
"516,21111,33,admin.,married,university.degree,no,unknown,aug,13,73,4,0,nonexistent,93.444,4.963,no"
"517,21112,30,technician,single,high.school,no,no,aug,10,638,4,0,nonexistent,93.444,4.963,yes"
"518,21113,35,technician,married,professional.course,no,no,aug,22,594,2,0,nonexistent,93.444,4.963,yes"
"519,21114,41,technician,married,professional.course,no,yes,aug,6,105,2,0,nonexistent,93.444,4.963,no"
"520,21115,54,admin.,divorced,university.degree,no,no,aug,25,180,2,0,nonexistent,93.444,4.963,no"
"521,21116,38,admin.,divorced,university.degree,no,no,aug,24,140,2,0,nonexistent,93.444,4.963,no"
"522,21117,46,services,married,unknown,unknown,no,aug,6,458,2,0,nonexistent,93.444,4.963,no"
"523,21118,53,blue-collar,married,basic.9y,no,yes,aug,21,195,2,0,nonexistent,93.444,4.963,no"
"524,21119,29,technician,single,high.school,no,yes,aug,4,87,3,0,nonexistent,93.444,4.963,no"
"525,21120,33,unemployed,divorced,professional.course,no,no,aug,24,197,4,0,nonexistent,93.444,4.963,no"
"526,21121,41,technician,married,professional.course,no,no,aug,7,203,2,0,nonexistent,93.444,4.963,no"
"527,21122,30,technician,single,university.degree,unknown,no,aug,8,131,2,0,nonexistent,93.444,4.963,no"
"528,21123,32,admin.,married,university.degree,no,no,aug,17,251,2,0,nonexistent,93.444,4.963,no"
"529,21124,56,retired,married,basic.6y,no,no,aug,23,68,2,0,nonexistent,93.444,4.963,no"
"530,21125,30,admin.,married,university.degree,unknown,yes,aug,28,109,2,0,nonexistent,93.444,4.963,no"
"531,21126,39,admin.,single,university.degree,no,yes,aug,1,114,3,0,nonexistent,93.444,4.963,no"
"532,21127,32,admin.,married,university.degree,no,yes,aug,19,124,2,0,nonexistent,93.444,4.963,no"
"533,21128,30,housemaid,married,professional.course,no,yes,aug,23,105,3,0,nonexistent,93.444,4.963,no"
"534,21129,40,technician,married,professional.course,no,no,aug,2,108,3,0,nonexistent,93.444,4.963,no"
"535,21130,59,admin.,married,university.degree,unknown,yes,aug,23,113,2,0,nonexistent,93.444,4.963,no"
"536,21131,49,admin.,married,basic.9y,no,yes,aug,29,161,4,0,nonexistent,93.444,4.963,no"
"537,21132,36,self-employed,married,basic.6y,unknown,no,aug,19,233,7,0,nonexistent,93.444,4.963,no"
"538,21133,35,technician,married,professional.course,no,yes,aug,8,882,4,0,nonexistent,93.444,4.963,yes"
"539,21134,48,services,married,high.school,no,no,aug,19,115,5,0,nonexistent,93.444,4.963,no"
"540,21135,41,technician,married,professional.course,no,no,aug,31,341,2,0,nonexistent,93.444,4.963,no"
"541,21136,31,admin.,married,university.degree,no,no,aug,7,145,5,0,nonexistent,93.444,4.963,no"
"542,21137,29,technician,single,high.school,no,no,aug,22,26,9,0,nonexistent,93.444,4.963,no"
"543,21138,47,admin.,single,university.degree,no,no,aug,25,151,9,0,nonexistent,93.444,4.963,no"
"544,21139,52,housemaid,married,basic.4y,unknown,yes,aug,12,85,2,0,nonexistent,93.444,4.963,no"
"545,21140,30,admin.,married,university.degree,unknown,no,aug,22,313,2,0,nonexistent,93.444,4.963,no"
"546,21141,31,technician,single,university.degree,no,no,aug,14,230,4,0,nonexistent,93.444,4.963,no"
"547,21142,45,services,married,basic.6y,no,yes,aug,23,157,3,0,nonexistent,93.444,4.963,no"
"548,21143,37,technician,married,professional.course,no,yes,aug,18,393,3,0,nonexistent,93.444,4.963,no"
"549,21144,32,technician,married,high.school,unknown,yes,aug,20,111,4,0,nonexistent,93.444,4.963,no"
"550,21145,30,admin.,married,university.degree,unknown,yes,aug,26,84,9,0,nonexistent,93.444,4.963,no"
"551,21146,32,technician,single,university.degree,no,no,aug,14,51,6,0,nonexistent,93.444,4.963,no"
"552,21147,48,blue-collar,married,unknown,no,no,aug,25,528,3,0,nonexistent,93.444,4.963,yes"
"553,21148,46,services,married,unknown,unknown,unknown,aug,8,73,3,0,nonexistent,93.444,4.963,no"
"554,21149,32,admin.,married,university.degree,no,yes,aug,25,71,2,0,nonexistent,93.444,4.963,no"
"555,21150,50,admin.,married,university.degree,no,no,aug,9,70,3,0,nonexistent,93.444,4.963,no"
"556,21151,30,admin.,married,university.degree,no,no,aug,19,146,3,0,nonexistent,93.444,4.963,no"
"557,21152,46,services,married,unknown,unknown,yes,aug,20,151,5,0,nonexistent,93.444,4.963,no"
"558,21153,47,blue-collar,married,basic.4y,unknown,no,aug,23,74,2,0,nonexistent,93.444,4.963,no"
"559,21154,33,technician,single,professional.course,no,no,aug,24,266,2,0,nonexistent,93.444,4.963,no"
"560,21155,34,unemployed,married,university.degree,unknown,yes,aug,19,452,2,0,nonexistent,93.444,4.963,no"
"561,21156,34,admin.,single,university.degree,no,yes,aug,11,347,3,0,nonexistent,93.444,4.963,no"
"562,21157,30,admin.,married,university.degree,unknown,yes,aug,15,114,2,0,nonexistent,93.444,4.963,no"
"563,21158,31,management,married,university.degree,no,no,aug,19,34,11,0,nonexistent,93.444,4.963,no"
"564,21159,41,self-employed,married,university.degree,no,yes,aug,29,113,2,0,nonexistent,93.444,4.963,no"
"565,21160,33,technician,single,professional.course,no,yes,aug,11,122,4,0,nonexistent,93.444,4.963,no"
"566,21161,48,admin.,single,high.school,no,yes,aug,16,48,5,0,nonexistent,93.444,4.963,no"
"567,21162,54,admin.,divorced,university.degree,no,yes,aug,23,80,2,0,nonexistent,93.444,4.963,no"
"568,21163,31,admin.,married,university.degree,no,yes,aug,5,104,2,0,nonexistent,93.444,4.963,no"
